RIC,Description,Currency,Type/Sub Type,Exchange,Comment
6245.T,HIRANO TECSEED ORD,JPY,EQTY,TSE,ヒラノテクシード
6246.T,TECHNO SMART ORD,JPY,EQTY,TSE,テクノスマート
6247.T,HISAKA WORKS ORD,JPY,EQTY,TSE,日阪製作所
6248.T,YOKOTA MANUFACT ORD,JPY,EQTY,TSE,横田製作所
6249.T,GAMECARD-JOYCO ORD,JPY,EQTY,TSE,ゲームカード・ジョイコホールディングス
6250.T,YAMABIKO ORD,JPY,EQTY,TSE,やまびこ
6254.T,NOMURA MICRO SCI ORD,JPY,EQTY,TSE,野村マイクロ・サイエンス
6255.T,NPC ORD,JPY,EQTY,TSE,エヌ・ピー・シー
6256.T,NUFLARE TECHNOLO ORD,JPY,EQTY,TSE,ニューフレアテクノロジー
6257.T,FUJISHOJI ORD,JPY,EQTY,TSE,藤商事
6258.T,HIRATA ORD,JPY,EQTY,TSE,平田機工
6262.T,PEGASUS SEW MAC ORD,JPY,EQTY,TSE,ペガサスミシン製造
6264.T,MARUMAE ORD,JPY,EQTY,TSE,マルマエ
6265.T,MYOTOKU ORD,JPY,EQTY,TSE,妙徳
6266.T,TAZMO CO LTD ORD,JPY,EQTY,TSE,タツモ
6267.T,GENERAL PACKER ORD,JPY,EQTY,TSE,ゼネラルパッカー
6268.T,NABTESCO CORP ORD,JPY,EQTY,TSE,ナブテスコ
6269.T,MODEC ORD,JPY,EQTY,TSE,三井海洋開発
6271.T,NISSEI ORD,JPY,EQTY,TSE,ニッセイ
6272.T,RHEON AUTOMATIC ORD,JPY,EQTY,TSE,レオン自動機
6273.T,SMC ORD,JPY,EQTY,TSE,ＳＭＣ
6274.T,SHINKAWA ORD,JPY,EQTY,TSE,新川
6276.T,NAVITAS ORD,JPY,EQTY,TSE,ナビタス
6277.T,HOSOKAWA MICRON ORD,JPY,EQTY,TSE,ホソカワミクロン
6278.T,UNION TOOL ORD,JPY,EQTY,TSE,ユニオンツール
6279.T,ZUIKO ORD,JPY,EQTY,TSE,瑞光
6281.T,MAEDA SEISAKUSHO ORD,JPY,EQTY,TSE,前田製作所
6282.T,OILES ORD,JPY,EQTY,TSE,オイレス工業
6284.T,NISSEI ASB MACH ORD,JPY,EQTY,TSE,日精エー・エス・ビー機械
6286.T,SEIKO(MAC) ORD,JPY,EQTY,TSE,靜甲
6287.T,SATO HOLDINGS ORD,JPY,EQTY,TSE,サトーホールディングス
6289.T,GIKEN SEISAKUSHO ORD,JPY,EQTY,TSE,技研製作所
6291.T,AIRTECH JAPAN ORD,JPY,EQTY,TSE,日本エアーテック
6292.T,KAWATA MFG CO ORD,JPY,EQTY,TSE,カワタ
6293.T,NISSEI PLASTIC ORD,JPY,EQTY,TSE,日精樹脂工業
6294.T,OKADA AIYON ORD,JPY,EQTY,TSE,オカダアイヨン
6297.T,KOKEN BORING ORD,JPY,EQTY,TSE,鉱研工業
6298.T,YACHOLDINGS ORD,JPY,EQTY,TSE,ワイエイシイホールディングス
6299.T,KOBELCO ECO-SOLU ORD,JPY,EQTY,TSE,神鋼環境ソリューション
6300.T,APIC YAMADA ORD,JPY,EQTY,TSE,アピックヤマダ
6301.T,KOMATSU ORD,JPY,EQTY,TSE,小松製作所
6302.T,SUMITOMO HEAVY ORD,JPY,EQTY,TSE,住友重機械工業
6303.T,SASAKURA ENG ORD,JPY,EQTY,TSE,ササクラ
6305.T,HITACHI CONST ORD,JPY,EQTY,TSE,日立建機
6306.T,NIKKO(MAC) ORD,JPY,EQTY,TSE,日工
6307.T,SANSEI ORD,JPY,EQTY,TSE,サンセイ
6309.T,TOMOE ENGINEER ORD,JPY,EQTY,TSE,巴工業
6310.T,ISEKI ORD,JPY,EQTY,TSE,井関農機
6312.T,FREUND CORP ORD,JPY,EQTY,TSE,フロイント産業
6315.T,TOWA ORD,JPY,EQTY,TSE,ＴＯＷＡ
6316.T,MARUYAMA MFG ORD,JPY,EQTY,TSE,丸山製作所
6317.T,KITAGAWA IRON WK ORD,JPY,EQTY,TSE,北川鉄工所
6319.T,SNT ORD,JPY,EQTY,TSE,シンニッタン
6322.T,TACMINA ORD,JPY,EQTY,TSE,タクミナ
6323.T,RORZE ORD,JPY,EQTY,TSE,ローツェ
6324.T,HARMONIC DRIVE ORD,JPY,EQTY,TSE,ハーモニック・ドライブ・システムズ
6325.T,TAKAKITA ORD,JPY,EQTY,TSE,タカキタ
6326.T,KUBOTA ORD,JPY,EQTY,TSE,クボタ
6327.T,KITAGAWA SEIKI ORD,JPY,EQTY,TSE,北川精機
6328.T,EBARA JITSUGYO ORD,JPY,EQTY,TSE,荏原実業
6330.T,TOYO ENG ORD,JPY,EQTY,TSE,東洋エンジニアリング
6331.T,MITSUBISHI KAKOK ORD,JPY,EQTY,TSE,三菱化工機
6332.T,TSUKISHIMA KIKAI ORD,JPY,EQTY,TSE,月島機械
6333.T,TEIKOKU ELEC MFG ORD,JPY,EQTY,TSE,帝国電機製作所
6334.T,MEIJI MACHINE ORD,JPY,EQTY,TSE,明治機械
6335.T,TOKYO KIKAI ORD,JPY,EQTY,TSE,東京機械製作所
6336.T,ISHII HYOKI ORD,JPY,EQTY,TSE,石井表記
6337.T,TESEC ORD,JPY,EQTY,TSE,テセック
6338.T,TAKATORI ORD,JPY,EQTY,TSE,タカトリ
6339.T,SINTOKOGIO ORD,JPY,EQTY,TSE,新東工業
6340.T,SHIBUYA KOGYO ORD,JPY,EQTY,TSE,澁谷工業
6342.T,TAIHEI MACHINERY ORD,JPY,EQTY,TSE,太平製作所
6343.T,FREESIA MACROSS ORD,JPY,EQTY,TSE,フリージア・マクロス
6345.T,AICHI ORD,JPY,EQTY,TSE,アイチ　コーポレーション
6346.T,KIKUKAWA ENTRPRS ORD,JPY,EQTY,TSE,キクカワエンタープライズ
6347.T,PLACO ORD,JPY,EQTY,TSE,プラコー
6349.T,KOMORI ORD,JPY,EQTY,TSE,小森コーポレーション
6351.T,TSURUMI MFG ORD,JPY,EQTY,TSE,鶴見製作所
6355.T,SUMITOMO PRECI ORD,JPY,EQTY,TSE,住友精密工業
6356.T,NIPPON GEAR ORD,JPY,EQTY,TSE,日本ギア工業
6357.T,SANSEI TECH ORD,JPY,EQTY,TSE,三精テクノロジーズ
6358.T,SAKAI HEAVY IND ORD,JPY,EQTY,TSE,酒井重工業
6360.T,TOKYO AUTOMATIC ORD,JPY,EQTY,TSE,東京自働機械製作所
6361.T,EBARA ORD,JPY,EQTY,TSE,荏原製作所
6362.T,ISHII IRON WORKS ORD,JPY,EQTY,TSE,石井鐵工所
6363.T,TORISHIMA PUMP ORD,JPY,EQTY,TSE,酉島製作所
6364.T,HOKUETSU IND ORD,JPY,EQTY,TSE,北越工業
6365.T,DMW ORD,JPY,EQTY,TSE,電業社機械製作所
6366.T,CHIYODA ORD,JPY,EQTY,TSE,千代田化工建設
6367.T,DAIKIN INDS ORD,JPY,EQTY,TSE,ダイキン工業
6368.T,ORGANO ORD,JPY,EQTY,TSE,オルガノ
6369.T,TOYO KANETSU ORD,JPY,EQTY,TSE,トーヨーカネツ
6370.T,KURITA WATER ORD,JPY,EQTY,TSE,栗田工業
6371.T,TSUBAKIMOTO CHIN ORD,JPY,EQTY,TSE,椿本チエイン
6373.T,DAIDO KOGYO ORD,JPY,EQTY,TSE,大同工業
6376.T,NIKKISO ORD,JPY,EQTY,TSE,日機装
6378.T,KIMURA CHEM PLT ORD,JPY,EQTY,TSE,木村化工機
6379.T,SHINKO PLANTECH ORD,JPY,EQTY,TSE,新興プランテック
6380.T,ORIENTAL CHAIN ORD,JPY,EQTY,TSE,オリエンタルチエン工業
6381.T,ANEST IWATA ORD,JPY,EQTY,TSE,アネスト岩田
6382.T,TRINITY INDU ORD,JPY,EQTY,TSE,トリニティ工業
6383.T,DAIFUKU ORD,JPY,EQTY,TSE,ダイフク
6384.T,SHOWA SHINKU ORD,JPY,EQTY,TSE,昭和真空
6387.T,SAMCO ORD,JPY,EQTY,TSE,サムコ
6390.T,KATO WORKS ORD,JPY,EQTY,TSE,加藤製作所
6391.T,KAJI TECHNOLOGY ORD,JPY,EQTY,TSE,加地テック
6392.T,YAMADA ORD,JPY,EQTY,TSE,ヤマダコーポレーション
6393.T,YUKEN KOGYO ORD,JPY,EQTY,TSE,油研工業
6395.T,TADANO ORD,JPY,EQTY,TSE,タダノ
6396.T,UNOZAWA GUMI ORD,JPY,EQTY,TSE,宇野澤組鐵工所
6400.T,FUJI SEIKI ORD,JPY,EQTY,TSE,不二精機
6402.T,KANEMATSU ENGINE ORD,JPY,EQTY,TSE,兼松エンジニアリング
6403.T,SUIDO KIKO ORD,JPY,EQTY,TSE,水道機工
6405.T,SUZUMO MACHINERY ORD,JPY,EQTY,TSE,鈴茂器工
6406.T,FUJITEC ORD,JPY,EQTY,TSE,フジテック
6407.T,CKD ORD,JPY,EQTY,TSE,ＣＫＤ
6408.T,OGURA CLUTCH ORD,JPY,EQTY,TSE,小倉クラッチ
6409.T,KITO ORD,JPY,EQTY,TSE,キトー
6411.T,NAKANO REFRIG ORD,JPY,EQTY,TSE,中野冷機
6412.T,HEIWA ORD,JPY,EQTY,TSE,平和
6413.T,RISO KAGAKU ORD,JPY,EQTY,TSE,理想科学工業
6414.T,KAWASAKI THERMAL ORD,JPY,EQTY,TSE,川重冷熱工業
6416.T,KATSURAGAWA ELEC ORD,JPY,EQTY,TSE,桂川電機
6417.T,SANKYO(MAC) ORD,JPY,EQTY,TSE,ＳＡＮＫＹＯ
6418.T,JAPAN CASH MACH ORD,JPY,EQTY,TSE,日本金銭機械
6419.T,MARS ENGINEERING ORD,JPY,EQTY,TSE,マースエンジニアリング
6420.T,FUKUSHIMA INDS ORD,JPY,EQTY,TSE,福島工業
6424.T,TAKAMISAWA CYBER ORD,JPY,EQTY,TSE,高見沢サイバネティックス
6425.T,UNIVERSAL ENTERT ORD,JPY,EQTY,TSE,ユニバーサルエンターテインメント
6428.T,OIZUMI ORD,JPY,EQTY,TSE,オーイズミ
6430.T,DAIKOKU DENKI ORD,JPY,EQTY,TSE,ダイコク電機
6432.T,TAKEUCHI MFG ORD,JPY,EQTY,TSE,竹内製作所
6433.T,HEPHAIST SEIKO ORD,JPY,EQTY,TSE,ヒーハイスト精工
6436.T,AMANO ORD,JPY,EQTY,TSE,アマノ
6440.T,JUKI ORD,JPY,EQTY,TSE,ＪＵＫＩ
6444.T,SANDEN HLDG ORD,JPY,EQTY,TSE,サンデンホールディングス
6445.T,JANOME SEWING ORD,JPY,EQTY,TSE,蛇の目ミシン工業
6448.T,BROTHER INDS ORD,JPY,EQTY,TSE,ブラザー工業
6454.T,MAX ORD,JPY,EQTY,TSE,マックス
6455.T,MORITA HOLDINGS ORD,JPY,EQTY,TSE,モリタホールディングス
6457.T,GLORY ORD,JPY,EQTY,TSE,グローリー
6458.T,SINKO KOGYO ORD,JPY,EQTY,TSE,新晃工業
6459.T,DAIWA INDS ORD,JPY,EQTY,TSE,大和冷機工業
6460.T,SEGA SAMMY HLDG ORD,JPY,EQTY,TSE,セガサミーホールディングス
6461.T,NIP PISTON RING ORD,JPY,EQTY,TSE,日本ピストンリング
6462.T,RIKEN ORD,JPY,EQTY,TSE,リケン
6463.T,TPR ORD,JPY,EQTY,TSE,ＴＰＲ
6464.T,TSUBAKI NAKASHIM ORD,JPY,EQTY,TSE,ツバキ・ナカシマ
6465.T,HOSHIZAKI ORD,JPY,EQTY,TSE,ホシザキ
6466.T,TOA VALVE ENGINE ORD,JPY,EQTY,TSE,東亜バルブエンジニアリング
6467.T,NICHIDAI ORD,JPY,EQTY,TSE,ニチダイ
6469.T,HODEN SEIMITSU ORD,JPY,EQTY,TSE,放電精密加工研究所
6470.T,TAIHO KOGYO ORD,JPY,EQTY,TSE,大豊工業
6471.T,NSK ORD,JPY,EQTY,TSE,日本精工
6472.T,NTN ORD,JPY,EQTY,TSE,ＮＴＮ
6473.T,JTEKT ORD,JPY,EQTY,TSE,ジェイテクト
6474.T,NACHI FUJIKOSHI ORD,JPY,EQTY,TSE,不二越
6478.T,DAIBEA ORD,JPY,EQTY,TSE,ダイベア
6479.T,MINEBEA MITSUMI ORD,JPY,EQTY,TSE,ミネベアミツミ
6480.T,NIPPON THOMPSON ORD,JPY,EQTY,TSE,日本トムソン
6481.T,THK ORD,JPY,EQTY,TSE,ＴＨＫ
6482.T,YUSHIN PRECISION ORD,JPY,EQTY,TSE,ユーシン精機
6484.T,KVK ORD,JPY,EQTY,TSE,ＫＶＫ
6485.T,MAEZAWA KYUSO ORD,JPY,EQTY,TSE,前澤給装工業
6486.T,EAGLE IND ORD,JPY,EQTY,TSE,イーグル工業
6488.T,YOSHITAKE ORD,JPY,EQTY,TSE,ヨシタケ
6489.T,MAEZAWA INDS ORD,JPY,EQTY,TSE,前澤工業
6490.T,NIPPON PILLAR ORD,JPY,EQTY,TSE,日本ピラー工業
6492.T,OKANO VALVE MFG ORD,JPY,EQTY,TSE,岡野バルブ製造
6493.T,NITTAN VALVE ORD,JPY,EQTY,TSE,日鍛バルブ
6494.T,NFK HOLDINGS ORD,JPY,EQTY,TSE,ＮＦＫホールディングス
6495.T,MIYAIRI VALVE ORD,JPY,EQTY,TSE,宮入バルブ製作所
6496.T,NAKAKITA SEISAKU ORD,JPY,EQTY,TSE,中北製作所
6497.T,HAMAI INDS ORD,JPY,EQTY,TSE,ハマイ
6498.T,KITZ ORD,JPY,EQTY,TSE,キッツ
6501.T,HITACHI ORD,JPY,EQTY,TSE,日立製作所
6502.T,TOSHIBA ORD,JPY,EQTY,TSE,東芝
6503.T,MITSUBISHI ELEC ORD,JPY,EQTY,TSE,三菱電機
6504.T,FUJI ELECTRIC ORD,JPY,EQTY,TSE,富士電機
6505.T,TOYO DENKI SEIZO ORD,JPY,EQTY,TSE,東洋電機製造
6506.T,YASKAWA ELEC ORD,JPY,EQTY,TSE,安川電機
6507.T,SINFONIA TECH ORD,JPY,EQTY,TSE,シンフォニアテクノロジー
6508.T,MEIDENSHA ORD,JPY,EQTY,TSE,明電舎
6513.T,ORIGIN ELECTRIC ORD,JPY,EQTY,TSE,オリジン電気
6516.T,SANYO DENKI ORD,JPY,EQTY,TSE,山洋電気
6517.T,DENYO ORD,JPY,EQTY,TSE,デンヨー
6518.T,SANSO ELECTRIC ORD,JPY,EQTY,TSE,三相電機
6531.T,REFINVERSE ORD,JPY,EQTY,TSE,リファインバース
6532.T,BAYCURRENT CONSU ORD,JPY,EQTY,TSE,ベイカレント・コンサルティング
6533.T,ORCHESTRA HOLDIN ORD,JPY,EQTY,TSE,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ
6534.T,DACONSORTIUM HLD ORD,JPY,EQTY,TSE,Ｄ．Ａ．コンソーシアムホールディングス
6535.T,I-MOBILE ORD,JPY,EQTY,TSE,アイモバイル
6537.T,WASHHOUSE ORD,JPY,EQTY,TSE,ＷＡＳＨハウス
6538.T,CAREERINDEX ORD,JPY,EQTY,TSE,キャリアインデックス
6539.T,MATCHING SERVICE ORD,JPY,EQTY,TSE,ＭＳ－Ｊａｐａｎ
6540.T,SEMBA ORD,JPY,EQTY,TSE,船場
6541.T,GRACE TECHNOLOGY ORD,JPY,EQTY,TSE,グレイステクノロジー
6542.T,FOUNDER'S CONSUL ORD,JPY,EQTY,TSE,ＦＣホールディングス
6543.T,NISSEN ORD,JPY,EQTY,TSE,日宣
6544.T,JAPAN ELEVATOR S ORD,JPY,EQTY,TSE,ジャパンエレベーターサービスホールディングス
6545.T,INTERNET INFINIT ORD,JPY,EQTY,TSE,インターネットインフィニティー
6546.T,FULLTECH ORD,JPY,EQTY,TSE,フルテック
6547.T,GREENS ORD,JPY,EQTY,TSE,グリーンズ
6548.T,TABIKOBO ORD,JPY,EQTY,TSE,旅工房
6549.T,DM SOLUTIONS ORD,JPY,EQTY,TSE,ディーエムソリューションズ
6550.T,FRINGE81 ORD,JPY,EQTY,TSE,Ｆｒｉｎｇｅ８１
6551.T,TSUNAGU SOLUTION ORD,JPY,EQTY,TSE,ツナグ・ソリューションズ
6552.T,GAMEWITH ORD,JPY,EQTY,TSE,ＧａｍｅＷｉｔｈ
6553.T,SOLDOUT ORD,JPY,EQTY,TSE,ソウルドアウト
6554.T,SUS ORD,JPY,EQTY,TSE,エスユーエス
6555.T,MS&CONSULTING ORD,JPY,EQTY,TSE,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ
6556.T,WELBE ORD,JPY,EQTY,TSE,ウェルビー
6557.T,GLOBAL BRIDGE HD ORD,JPY,EQTY,TSE,ｇｌｏｂａｌ　ｂｒｉｄｇｅ　ＨＯＬＤＩＮＧＳ
6558.T,COOKBIZ ORD,JPY,EQTY,TSE,クックビズ
6560.T,LTS ORD,JPY,EQTY,TSE,エル・ティー・エス
6561.T,HANATOUR JAPAN ORD,JPY,EQTY,TSE,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ
6562.T,GENIEE ORD,JPY,EQTY,TSE,ジーニー
6563.T,MIRAI WORKS ORD,JPY,EQTY,TSE,みらいワークス
6565.T,ABHOTEL ORD,JPY,EQTY,TSE,ＡＢホテル
6566.T,KANAME KOGYO ORD,JPY,EQTY,TSE,要興業
6567.T,SERIO HOLDINGS ORD,JPY,EQTY,TSE,ＳＥＲＩＯホールディングス
6568.T,KNC LABORATORIES ORD,JPY,EQTY,TSE,神戸天然物化学
6569.T,NISSO ORD,JPY,EQTY,TSE,日総工産
6570.T,KYOWA ORD,JPY,EQTY,TSE,共和コーポレーション
6571.T,QB NET HOLDINGS ORD,JPY,EQTY,TSE,キュービーネットホールディングス
6572.T,RPA HOLDINGS ORD,JPY,EQTY,TSE,ＲＰＡホールディングス
6573.T,AGILE MEDIA NETW ORD,JPY,EQTY,TSE,アジャイルメディア・ネットワーク
6574.T,CONVANO ORD,JPY,EQTY,TSE,コンヴァノ
6575.T,HUMAN ASSOCIATES ORD,JPY,EQTY,TSE,ヒューマン・アソシエイツ・ホールディングス
6576.T,YOUKOSHA ORD,JPY,EQTY,TSE,揚工舎
6577.T,BESTONE.COM ORD,JPY,EQTY,TSE,ベストワンドットコム
6578.T,NLINKS ORD,JPY,EQTY,TSE,エヌリンクス
6579.T,LOGLY ORD,JPY,EQTY,TSE,ログリー
6580.T,WRITEUP ORD,JPY,EQTY,TSE,ライトアップ
6584.T,SANOH INDUSTRIAL ORD,JPY,EQTY,TSE,三櫻工業
6586.T,MAKITA ORD,JPY,EQTY,TSE,マキタ
6588.T,TOSHIBA TEC ORD,JPY,EQTY,TSE,東芝テック
6590.T,SHIBAURA MECHATR ORD,JPY,EQTY,TSE,芝浦メカトロニクス
6591.T,NISHISHIBA ELEC ORD,JPY,EQTY,TSE,西芝電機
6592.T,MABUCHI MOTOR ORD,JPY,EQTY,TSE,マブチモーター
6594.T,NIDEC ORD,JPY,EQTY,TSE,日本電産
6615.T,UMC ELECTRONICS ORD,JPY,EQTY,TSE,ユー・エム・シー・エレクトロニクス
6616.T,TOREX SEMICONDUC ORD,JPY,EQTY,TSE,トレックス・セミコンダクター
6617.T,TAKAOKA TOKO ORD,JPY,EQTY,TSE,東光高岳
6618.T,OHIZUMI MFG ORD,JPY,EQTY,TSE,大泉製作所
6619.T,W SCOPE ORD,JPY,EQTY,TSE,ダブル・スコープ
6620.T,MIYAKOSHI HLDG ORD,JPY,EQTY,TSE,宮越ホールディングス
6622.T,DAIHEN ORD,JPY,EQTY,TSE,ダイヘン
6624.T,TABUCHI ELECTRIC ORD,JPY,EQTY,TSE,田淵電機
6625.T,JALCO HOLDINGS ORD,JPY,EQTY,TSE,ＪＡＬＣＯホールディングス
6626.T,SEMITEC ORD,JPY,EQTY,TSE,ＳＥＭＩＴＥＣ
6627.T,TERA PROBE ORD,JPY,EQTY,TSE,テラプローブ
6628.T,ONKYO ORD,JPY,EQTY,TSE,オンキヨー
6629.T,TECHNO HORIZON ORD,JPY,EQTY,TSE,テクノホライゾン・ホールディングス
6630.T,YA-MAN ORD,JPY,EQTY,TSE,ヤーマン
6632.T,JVC KENWOOD ORD,JPY,EQTY,TSE,ＪＶＣケンウッド
6633.T,C&G SYSTEMS ORD,JPY,EQTY,TSE,Ｃ＆Ｇシステムズ
6634.T,NCXX GROUP ORD,JPY,EQTY,TSE,ネクスグループ
6635.T,DI-NIKKO ENG ORD,JPY,EQTY,TSE,大日光・エンジニアリング
6636.T,SORGHUM JAPAN HD,JPY,EQTY,TSE,ソルガム・ジャパン・ホールディングス
6637.T,TERASAKI ELEC ORD,JPY,EQTY,TSE,寺崎電気産業
6638.T,MIMAKI ENGINEER ORD,JPY,EQTY,TSE,ミマキエンジニアリング
6639.T,CONTEC ORD,JPY,EQTY,TSE,コンテック
6640.T,DAI-ICHI SEIKO ORD,JPY,EQTY,TSE,第一精工
6641.T,NISSIN ELECTRIC ORD,JPY,EQTY,TSE,日新電機
6643.T,TOGAMI ELEC MFG ORD,JPY,EQTY,TSE,戸上電機製作所
6644.T,OSAKI ELECTRIC ORD,JPY,EQTY,TSE,大崎電気工業
6645.T,OMRON ORD,JPY,EQTY,TSE,オムロン
6647.T,MORIO DENKI ORD,JPY,EQTY,TSE,森尾電機
6648.T,KAWADEN ORD,JPY,EQTY,TSE,かわでん
6651.T,NITTO KOGYO ORD,JPY,EQTY,TSE,日東工業
6652.T,IDEC ORD,JPY,EQTY,TSE,ＩＤＥＣ
6653.T,SEIKO ELECTRIC ORD,JPY,EQTY,TSE,正興電機製作所
6654.T,FUJI ELEC INDUS ORD,JPY,EQTY,TSE,不二電機工業
6656.T,INSPEC ORD,JPY,EQTY,TSE,インスペック
6658.T,SHIRAI ELC IND ORD,JPY,EQTY,TSE,シライ電子工業
6659.T,MEDIA LINKS ORD,JPY,EQTY,TSE,メディアリンクス
6662.T,UBITEQ ORD,JPY,EQTY,TSE,ユビテック
6663.T,TAIYO INDUSTRIAL ORD,JPY,EQTY,TSE,太洋工業
6664.T,OPTOELECTRONICS ORD,JPY,EQTY,TSE,オプトエレクトロニクス
6666.T,RIVER ELETEC ORD,JPY,EQTY,TSE,リバーエレテック
6668.T,ADTEC PLASMA TEC ORD,JPY,EQTY,TSE,アドテック　プラズマ　テクノロジー
6670.T,MCJ CO LTD ORD,JPY,EQTY,TSE,ＭＣＪ
6674.T,GS YUASA CORP ORD,JPY,EQTY,TSE,ジーエス・ユアサ　コーポレーション
6675.T,SAXA HOLDINGS ORD,JPY,EQTY,TSE,サクサホールディングス
6676.T,MELCO HOLDINGS ORD,JPY,EQTY,TSE,メルコホールディングス
6677.T,SK-ELECTRONICS ORD,JPY,EQTY,TSE,エスケーエレクトロニクス
6678.T,TECHNO MEDICA ORD,JPY,EQTY,TSE,テクノメディカ
6694.T,ZOOM ORD,JPY,EQTY,TSE,ズーム
6695.T,TRIPLEONE ORD,JPY,EQTY,TSE,トリプルワン
6696.T,TRANZAS ORD,JPY,EQTY,TSE,トランザス
6697.T,TECHPOINT JDR,JPY,EQTY,TSE,テックポイント・インク
6698.T,VISCO TECHNOLOGI ORD,JPY,EQTY,TSE,ヴィスコ・テクノロジーズ
6701.T,NEC ORD,JPY,EQTY,TSE,日本電気
6702.T,FUJITSU ORD,JPY,EQTY,TSE,富士通
6703.T,OKI ELEC IND ORD,JPY,EQTY,TSE,沖電気工業
6704.T,IWATSU ELECTRIC ORD,JPY,EQTY,TSE,岩崎通信機
6706.T,DENKI KOGYO ORD,JPY,EQTY,TSE,電気興業
6707.T,SANKEN ELECTRIC ORD,JPY,EQTY,TSE,サンケン電気
6709.T,MEISEI ELECTRIC ORD,JPY,EQTY,TSE,明星電気
6715.T,NAKAYO ORD,JPY,EQTY,TSE,ナカヨ
6718.T,AIPHONE ORD,JPY,EQTY,TSE,アイホン
6719.T,FUJITSU COMPONEN ORD,JPY,EQTY,TSE,富士通コンポーネント
6721.T,WINTEST ORD,JPY,EQTY,TSE,ウインテスト
6722.T,A&T ORD,JPY,EQTY,TSE,エイアンドティー
6723.T,RENESAS ELECTRON ORD,JPY,EQTY,TSE,ルネサスエレクトロニクス
6724.T,SEIKO EPSON ORD,JPY,EQTY,TSE,セイコーエプソン
6727.T,WACOM ORD,JPY,EQTY,TSE,ワコム
6728.T,ULVAC INC ORD,JPY,EQTY,TSE,アルバック
6730.T,AXELL ORD,JPY,EQTY,TSE,アクセル
6731.T,PIXELA ORD,JPY,EQTY,TSE,ピクセラ
6734.T,NEWTECH ORD,JPY,EQTY,TSE,ニューテック
6736.T,SUN ORD,JPY,EQTY,TSE,サン電子
6737.T,EIZO ORD,JPY,EQTY,TSE,ＥＩＺＯ
6740.T,JAPAN DISPLAY ORD,JPY,EQTY,TSE,ジャパンディスプレイ
6741.T,NIPPON SIGNAL ORD,JPY,EQTY,TSE,日本信号
6742.T,KYOSAN ELEC MFG ORD,JPY,EQTY,TSE,京三製作所
6743.T,DAIDO SIGNAL ORD,JPY,EQTY,TSE,大同信号
6744.T,NOHMI BOSAI ORD,JPY,EQTY,TSE,能美防災
6745.T,HOCHIKI ORD,JPY,EQTY,TSE,ホーチキ
6747.T,KI HOLDINGS ORD,JPY,EQTY,TSE,ＫＩホールディングス
6748.T,SEIWA ELEC MFG ORD,JPY,EQTY,TSE,星和電機
6750.T,ELECOM ORD,JPY,EQTY,TSE,エレコム
6752.T,PANASONIC ORD,JPY,EQTY,TSE,パナソニック
6753.T,SHARP ORD,JPY,EQTY,TSE,シャープ
6754.T,ANRITSU ORD,JPY,EQTY,TSE,アンリツ
6755.T,FUJITSU GENERAL ORD,JPY,EQTY,TSE,富士通ゼネラル
6757.T,OSG ORD,JPY,EQTY,TSE,ＯＳＧコーポレーション
6758.T,SONY ORD,JPY,EQTY,TSE,ソニー
6762.T,TDK ORD,JPY,EQTY,TSE,ＴＤＫ
6763.T,TEIKOKU TSUSHIN ORD,JPY,EQTY,TSE,帝国通信工業
6768.T,TAMURA ORD,JPY,EQTY,TSE,タムラ製作所
6769.T,THINE ELECTRONIC ORD,JPY,EQTY,TSE,ザインエレクトロニクス
6770.T,ALPS ELECTRIC ORD,JPY,EQTY,TSE,アルプス電気
6771.T,IKEGAMI TSUSHINK ORD,JPY,EQTY,TSE,池上通信機
6772.T,TOKYO COSMOS ELE ORD,JPY,EQTY,TSE,東京コスモス電機
6773.T,PIONEER ORD,JPY,EQTY,TSE,パイオニア
6775.T,TB GROUP ORD,JPY,EQTY,TSE,ＴＢグループ
6776.T,TENSHO ELEC INDS ORD,JPY,EQTY,TSE,天昇電気工業
6777.T,SANTEC ORD,JPY,EQTY,TSE,ｓａｎｔｅｃ
6778.T,ARTIZA NETWORKS ORD,JPY,EQTY,TSE,アルチザネットワークス
6779.T,NIHON DEMPA ORD,JPY,EQTY,TSE,日本電波工業
6785.T,SUZUKI ORD,JPY,EQTY,TSE,鈴木
6786.T,RVH ORD,JPY,EQTY,TSE,ＲＶＨ
6787.T,MEIKO ELECTRONIC ORD,JPY,EQTY,TSE,メイコー
6788.T,NIHON TRIM ORD,JPY,EQTY,TSE,日本トリム
6789.T,ROLAND DG ORD,JPY,EQTY,TSE,ローランド　ディー．ジー．
6794.T,FOSTER ELECTRIC ORD,JPY,EQTY,TSE,フォスター電機
6796.T,CLARION ORD,JPY,EQTY,TSE,クラリオン
6798.T,SMK ORD,JPY,EQTY,TSE,ＳＭＫ
6800.T,YOKOWO ORD,JPY,EQTY,TSE,ヨコオ
6803.T,TEAC ORD,JPY,EQTY,TSE,ティアック
6804.T,HOSIDEN ORD,JPY,EQTY,TSE,ホシデン
6806.T,HIROSE ELECTRIC ORD,JPY,EQTY,TSE,ヒロセ電機
6807.T,JAPAN AVIATION ORD,JPY,EQTY,TSE,日本航空電子工業
6809.T,TOA(ELC) ORD,JPY,EQTY,TSE,ＴＯＡ
